Latitude,Longitude,Motorista,Cidade,Nota,Contrato
-6.38126492500287,-37.3502111434926,Motorista 16790,Jardim de Piranhas,8,2
-15.2608573436733,-39.4125080108631,Motorista 16791,Arataca,4,1
-25043,-51.53,Motorista 16792,Turvo,5,1
-16.5239417552943,-42.4093508720386,Motorista 16793,Virgem da Lapa,8,2
-29.1009700298301,-49.6385908126817,Motorista 16794,Sombrio,5,3
-22.7582323551171,-47.6554298400865,Motorista 16795,Piracicaba,9,3
-12.30799402223,-38.9530754230403,Motorista 16796,Feira de Santana,8,2
-11.3020133972165,-41.8724155426013,Motorista 16797,Irecê,7,1
-1.74842476844783,-52.2316646575913,Motorista 16798,Porto de Moz,5,2
-3.89384865760792,-38.6892771720875,Motorista 16799,Maranguape,8,3
-15.8500099182124,-47.9514169692979,Motorista 16800,Brasília,9,2
-5.90596675872786,-39.2062783241261,Motorista 16801,Deputado Irapuan Pinheiro,6,1
-13.2436215877529,-39.7568392753589,Motorista 16802,Ubaíra,2,2
-20.4886329174036,-55.7974147796615,Motorista 16803,Anastácio,8,3
-21.4504194259637,-54.3732047080978,Motorista 16804,Nova Alvorada do Sul,7,2
-15.2957260608669,-49.5942807197556,Motorista 16805,Ceres,5,1
-22.4804627895349,-54.3051195144638,Motorista 16806,Jateí,4,2
-16.8608808517451,-43.0110454559314,Motorista 16807,Botumirim,6,3
-20.69944,-41.016769,Motorista 16808,Vargem Alta,9,2
-21.1104011535638,-45.8349180221544,Motorista 16809,Campo do Meio,8,1
-4.15994524955737,-40.8097887039173,Motorista 16810,Guaraciaba do Norte,5,2
-18.5736966133112,-46.483755111693,Motorista 16811,Patos de Minas,4,3
-22.6996207237237,-46.7705583572374,Motorista 16812,Amparo,5,3
-23.97156715393,-46.3951992988573,Motorista 16813,São Vicente,9,3
-6.95774674415568,-35.2619934082021,Motorista 16814,Sapé,8,2
-10.2329492568967,-37.9409408569325,Motorista 16815,Coronel João Sá,5,1
-6.53378605842571,-39.9039745330799,Motorista 16816,Saboeiro,6,2
-14.1952049732204,-49.3389987945542,Motorista 16817,Alto Horizonte,8,3
-7.98385262489296,-36.4995431900014,Motorista 16818,Jataúba,5,2
-8.50215196609472,-35.5128121376027,Motorista 16819,Cortês,2,1
-16.4654695987697,-49.7575950622544,Motorista 16820,Avelinópolis,6,2
-19.3948924541468,-54.5648217201217,Motorista 16821,São Gabriel do Oeste,9,3
-21.9810247421258,-46.7939257621752,Motorista 16822,São João da Boa Vista,8,2
-31.6519761085501,-52.333202362059,Motorista 16823,Pelotas,6,1
-13.7094783782955,-42.0206022262561,Motorista 16824,Livramento de Nossa Senhora,9,2
-22.6866924762719,-46.3108706474291,Motorista 16825,Munhoz,8,1
-22.8717970848077,-47.0283079147325,Motorista 16826,Campinas,7,2
-11.5326082706448,-61.0166501998884,Motorista 16827,Espigão D'Oeste,4,3
-22.668517827987,-50.4205727577195,Motorista 16828,Assis,5,1
-20264,-40.42,Motorista 16829,Cariacica,6,2
-7.01861143112162,-37.2736930847157,Motorista 16830,Patos,9,3
-16.443368196487,-39.0745067596424,Motorista 16831,Porto Seguro,8,3
-27.3627805709831,-48.6003613471971,Motorista 16832,Governador Celso Ramos,5,2
-6.78841352462749,-41.4481544494617,Motorista 16833,São José do Piauí,6,1
-10.7013273239133,-37.186939716338,Motorista 16834,Divina Pastora,9,1
-7.0685093,-41.4212272,Motorista 16835,Picos,8,2
-3.74613404273976,-38.5525703430165,Motorista 16836,Fortaleza,5,3
-3.09768319129935,-60.056633949278,Motorista 16837,Manaus,6,3
-3.36458444595327,-41.9399428367603,Motorista 16838,Caxingó,6,2
-23.6332225799554,-49.3187642097459,Motorista 16839,Coronel Macedo,6,1
-33.5056400299063,-53.354394435881,Motorista 16840,Santa Vitória do Palmar,6,1
-11.6233420372006,-38.8915157318104,Motorista 16841,Serrinha,8,2
-3.76664757728566,-38.6359977722157,Motorista 16842,Caucaia,7,3
-14.7489309310909,-40.0902485847461,Motorista 16843,Iguaí,5,3
-28.270407,-52.375997,Motorista 16844,Passo Fundo,8,2
-6.56884789466839,-37.362356185912,Motorista 16845,Serra Negra do Norte,4,1
-6.4652717113493,-37.2731566429127,Motorista 16846,Timbaúba dos Batistas,5,2
-29861,-51179,Motorista 16847,Esteio,8,3
-9.41614151000949,-36.9283533096303,Motorista 16848,Cacimbinhas,5,2
-27.1611320972435,-52.8788065910324,Motorista 16849,Caxambu do Sul,9,1
-3.036024570465,-60.0104141235334,Motorista 16850,Manaus,8,2
-18.946105241775,-48.231139183043,Motorista 16851,Uberlândia,7,3
-19.8378968238825,-43.9012169837939,Motorista 16852,Belo Horizonte,5,2
-9884,-36829,Motorista 16853,Girau do Ponciano,8,1
-11.1434090137478,-42.0356440544116,Motorista 16854,Central,9,2
-11.5974211692807,-48.5299587249742,Motorista 16855,Peixe,6,3
-21.0158479213708,-42.1581673622119,Motorista 16856,Antônio Prado de Minas,2,2
-9.78061079978914,-36.3573002815236,Motorista 16857,Campo Alegre,8,1
-23.6043941974633,-46.6545152664171,Motorista 16858,São Paulo,7,2
-11.3840675354001,-40.0069069862354,Motorista 16859,Capim Grosso,5,3
-23.9214420318597,-52.7308344840988,Motorista 16860,Tuneiras do Oeste,4,3
-11.5061614915843,-38.2984315978971,Motorista 16861,Olindina,6,3
-20.0023269653314,-41.7474889755237,Motorista 16862,São José do Mantimento,9,2
-12.2850859165188,-38.9854145050038,Motorista 16863,Feira de Santana,8,1
-6.90540075302104,-37.5209498405446,Motorista 16864,Malta,5,2
-6.43442630767804,-47.6672101020799,Motorista 16865,Santa Terezinha do Tocantins,4,3
-13.3677113056179,-39.0759015083302,Motorista 16866,Valença,5,2
-23.6448955535882,-46.5931892395006,Motorista 16867,São Paulo,9,1
-1.15243792533871,-46.9668531417833,Motorista 16868,Tracuateua,8,2
-27.7357363700859,-54.9006557464584,Motorista 16869,Porto Vera Cruz,5,3
-27.8165459632865,-53.4191107749923,Motorista 16870,Palmeira das Missões,6,2
-7.14353799819926,-35.2368235588064,Motorista 16871,Sobrado,8,1
-6.93469047546367,-36.3488459587087,Motorista 16872,Seridó,5,2
-17.9965281486506,-46.9013857841478,Motorista 16873,Vazante,2,3
-7.77456521987892,-43.1396412849414,Motorista 16874,Rio Grande do Piauí,6,1
-8.49501729011511,-41.8172693252551,Motorista 16875,Capitão Gervásio Oliveira,9,2
-13.3274888992306,-42.4483180046069,Motorista 16876,Botuporã,8,3
-8.50579977035498,-35.79184770584,Motorista 16877,Bonito,6,1
-21.1132550239557,-44.020285606383,Motorista 16878,Dores de Campos,9,2
-22.4993240833276,-44.1232395172106,Motorista 16879,Volta Redonda,8,3
-21.6274344921106,-41.6159963607776,Motorista 16880,São Fidélis,7,3
-6.51092290878277,-35.59733390808,Motorista 16881,Campo de Santana,4,2
-25636,-53212,Motorista 16882,Boa Esperança do Iguaçu,5,1
-5.93341112136824,-42.1130633354175,Motorista 16883,São Félix do Piauí,6,1
-22.7898073196405,-43.4223031997668,Motorista 16884,Mesquita,9,2
-3.33822369575491,-39.5809936523426,Motorista 16885,Itapipoca,8,3
-20.1800501346582,-42.7570080757129,Motorista 16886,Santa Cruz do Escalvado,5,3
-2.60340571403496,-44.2119884490954,Motorista 16887,São Luís,6,2
-19017,-40536,Motorista 16888,São Gabriel da Palha,9,1
-6.19454026222211,-35.1832866668691,Motorista 16889,Arês,8,1
-19.8881292343134,-44.0256500244128,Motorista 16890,Contagem,5,2
-24418,-53.83,Motorista 16891,Maripá,6,3
-6.38005256652813,-35.127797126769,Motorista 16892,Canguaretama,6,3
4596,-60168,Motorista 16893,Uiramutã,6,2
-12.2768461704251,-41.1704063415515,Motorista 16894,Wagner,6,1
-28.0041289329521,-55.0593781471236,Motorista 16895,Roque Gonzales,8,2
-2.3804068565368,-44.4651675224291,Motorista 16896,Alcântara,7,3
-8.021052,-34.914646,Motorista 16897,Recife,5,2
-7.84490346908547,-42.1004462242114,Motorista 16898,Simplício Mendes,8,1
-25.98,-52568,Motorista 16899,Coronel Vivida,4,2
-27.9860293865196,-55.1801633834823,Motorista 16900,Porto Xavier,5,3
-21.0144209861749,-48.229508399962,Motorista 16901,Pitangueiras,8,2
-9.17127728462193,-44.4018673896777,Motorista 16902,Bom Jesus,5,1
-18.1915140151972,-42.4180197715747,Motorista 16903,Santa Maria do Suaçuí,9,2
-15.4584503173824,-47.6269125938402,Motorista 16904,Planaltina,8,3
-15.6206381320949,-49.0255022048936,Motorista 16905,Pirenópolis,7,2
-22.6397109031671,-54.8172283172592,Motorista 16906,Caarapó,5,1
-23.4561002254479,-47.491257190703,Motorista 16907,Sorocaba,8,2
-24956,-53455,Motorista 16908,Cascavel,9,3
-25.5211007595055,-49.2701196670518,Motorista 16909,Curitiba,6,3
-1.12705349922177,-52.2227382659897,Motorista 16910,Vitória do Jari,2,3
-16.3186883926387,-50.9066748619065,Motorista 16911,Israelândia,8,2
-8.06951165199256,-36.3840150833119,Motorista 16912,Brejo da Madre de Deus,7,1
-21.4243698120111,-48.509402275084,Motorista 16913,Taquaritinga,5,2
-12.7819383144375,-41.7948889732349,Motorista 16914,Boninal,4,3
-28.7382602691642,-49.4049596786485,Motorista 16915,Criciúma,6,2
-9.53452348709079,-36.6299843788136,Motorista 16916,Igaci,9,1
-7.82746911048866,-35.4711413383474,Motorista 16917,Limoeiro,8,2
-10.3928840160367,-37.5027108192433,Motorista 16918,Nossa Senhora Aparecida,5,3
-4.16746,-40.9434,Motorista 16919,Carnaubal,4,2
-14.9435627460475,-41.7083072662341,Motorista 16920,Piripá,5,1
-13.6012458801266,-39.1055774688709,Motorista 16921,Nilo Peçanha,9,2
-12.1039822708516,-45.798966620858,Motorista 16922,Luís Eduardo Magalhães,8,3
-12.7237236499783,-38.3311915397633,Motorista 16923,Camaçari,5,1
-21.4651393890375,-52.3283529281601,Motorista 16924,Brasilândia,6,2
-16.1924314498897,-41.7265248298633,Motorista 16925,Comercinho,8,3
-22.6007652282708,-46.0553097724901,Motorista 16926,Cambuí,5,1
-10.7126998901364,-36.9082045555104,Motorista 16927,Santo Amaro das Brotas,2,2
-7.04677462577799,-55.4193949699386,Motorista 16928,Novo Progresso,6,3
-24.94413614273,-49.8246502876267,Motorista 16929,Castro,9,3
-6.32158041000348,-42.558374404906,Motorista 16930,Regeneração,8,2
-7.34772920608499,-37.2884774208058,Motorista 16931,Brejinho,6,1
-19.9185991287226,-44.098262786864,Motorista 16932,Contagem,9,1
-22.7593910694116,-42.8547048568713,Motorista 16933,Itaboraí,8,2
-18.4709143638605,-47.4061346054063,Motorista 16934,Abadia dos Dourados,7,3
-12.667654752731,-38.5393524169911,Motorista 16935,Candeias,4,3
-1.7204868793487,-48.8740539550767,Motorista 16936,Abaetetuba,5,2
-13.3422732353207,-39.2099046707142,Motorista 16937,Valença,6,1
-3.29329133033743,-41.4170622825611,Motorista 16938,Luís Correia,9,1
-25.0663805007927,-50.2091717720017,Motorista 16939,Ponta Grossa,8,2
-23.0960190296166,-52.4651455879196,Motorista 16940,Paranavaí,5,3
-29.5734465122214,-53.4431219100937,Motorista 16941,Faxinal do Soturno,6,3
-17.7143597602839,-48.1614875793443,Motorista 16942,Ipameri,9,2
-22.5264465808862,-55.7249736785872,Motorista 16943,Ponta Porã,8,1
-23.9844954013818,-47.1460676193224,Motorista 16944,Juquitiba,5,2
-23.7878465652459,-53.0648231506332,Motorista 16945,Cruzeiro do Oeste,6,3
-21.4664590358728,-49.2270326614366,Motorista 16946,Novo Horizonte,6,2
-5.73310375213606,-44.1581082344042,Motorista 16947,Fortuna,6,1
-24.9321842193596,-53.8587355613693,Motorista 16948,São Pedro do Iguaçu,6,2
-25.5429232120506,-48.5471463203416,Motorista 16949,Paranaguá,8,3
-24.573122262954,-50.9562849998459,Motorista 16950,Reserva,7,2
-21.1864793300623,-48.9054679870591,Motorista 16951,Pindorama,5,1
-19.9808371067041,-49.678995609282,Motorista 16952,Riolândia,8,2
-28.4065783023826,-54.9616813659652,Motorista 16953,São Luiz Gonzaga,4,3
-29.6418213844291,-52.5157642364487,Motorista 16954,Vera Cruz,5,2
-9.59328532218905,-37.29176044464,Motorista 16955,Monteirópolis,8,1
-3.88585567474354,-45.8523416519152,Motorista 16956,Alto Alegre do Pindaré,5,2
-2.79002308845512,-49.6749186515794,Motorista 16957,Baião,9,3
-19.6151554584497,-46.9404816627489,Motorista 16958,Araxá,8,3
-22.5805199146264,-44.176068305968,Motorista 16959,Barra Mansa,7,3
-19.313342571258,-47.5274991989122,Motorista 16960,Santa Juliana,5,2
-18.2095062732691,-42.3382186889636,Motorista 16961,Santa Maria do Suaçuí,8,1
-20264,-40.42,Motorista 16962,Cariacica,9,2
-20264,-40.42,Motorista 16963,Cariacica,6,3
-23.9404320716851,-46.3822817802416,Motorista 16964,Santos,2,2
-7.53088116645791,-35.0835943222036,Motorista 16965,Itambé,8,1
-21.2387073040002,-45.0081753730761,Motorista 16966,Lavras,7,2
-23.5335409641259,-46.9112563133226,Motorista 16967,Jandira,5,3
-7.55184531211831,-35.448374748229,Motorista 16968,Macaparana,4,2
-21.2461423873895,-43.5601472854602,Motorista 16969,Santa Bárbara do Tugúrio,6,1
-26141,-52387,Motorista 16970,Honório Serpa,9,2
-28.2884860038749,-52.8141760826095,Motorista 16971,Carazinho,8,3
-27.9205191135398,-53.9406824111923,Motorista 16972,Chiapetta,5,1
-26.8186140060417,-48.680140972136,Motorista 16973,Penha,4,2
-7.89145588874794,-40.0807857513416,Motorista 16974,Ouricuri,5,3
-23.4129166603082,-49.101033210753,Motorista 16975,Itaí,9,1
-6.75073385238628,-51.1477947235093,Motorista 16976,Tucumã,8,2
-24714,-53743,Motorista 16977,Toledo,5,3
-9.83,-36738,Motorista 16978,Lagoa da Canoa,6,3
-20443,-54646,Motorista 16979,Campo Grande,8,2
-26.7736601829521,-51.0084271430954,Motorista 16980,Caçador,5,1
-25.3914642333977,-49.0356731414781,Motorista 16981,Quatro Barras,2,1
-4.76482629775987,-42.8228616714465,Motorista 16982,União,6,2
-9.34164047241184,-37.8937554359425,Motorista 16983,Água Branca,9,3
-22248,-50698,Motorista 16984,Quatá,8,3
-23.2916486263268,-45.9587073326097,Motorista 16985,Jacareí,6,2
-22.514162063598,-46.1032891273485,Motorista 16986,Cambuí,9,1
-19.8574554920191,-47.5829887390123,Motorista 16987,Conquista,8,1
-7.6100170612333,-35.2788805961599,Motorista 16988,Vicência,7,2
-20.206005,-40.274441,Motorista 16989,Serra,4,3
-22759,-43451,Motorista 16990,Nova Iguaçu,5,3
-24556,-54057,Motorista 16991,Marechal Cândido Rondon,6,2
-23.6567401885979,-46.7415261268602,Motorista 16992,São Paulo,9,1
-24.5098650455468,-49.9855184555039,Motorista 16993,Piraí do Sul,8,2
-18.4579002857203,-50.4476094245896,Motorista 16994,Quirinópolis,5,3
-19.3973815441126,-40.0407671928394,Motorista 16995,Linhares,6,2
-8.73710274696325,-36.5622210502614,Motorista 16996,Capoeiras,9,1
-7.75054335594155,-35.6851172447194,Motorista 16997,Casinhas,8,2
-21.3146352767938,-42.8116393089282,Motorista 16998,Dona Eusébia,5,3
-26.0331666469566,-48.8550639152513,Motorista 16999,Garuva,6,2
-21.7319548130029,-48.687887191771,Motorista 17000,Tabatinga,6,1
-11.1876547336575,-62.1747636795026,Motorista 17001,Alvorada D'Oeste,6,2
-23.4051060676568,-46.4654517173754,Motorista 17002,Guarulhos,6,3
-19.5317280292505,-43.9661693572985,Motorista 17003,Pedro Leopoldo,8,2
-25.4304742813103,-50.1363658905015,Motorista 17004,Palmeira,7,1
-7.84218907356239,-35.2680873870839,Motorista 17005,Carpina,5,2
-19.9103164672846,-48.7007617950425,Motorista 17006,Pirajuba,8,3
-20.0593936443323,-42.9441404342639,Motorista 17007,Dom Silvério,4,3
-22.7564299106591,-49.1356873512254,Motorista 17008,Iaras,5,3
-23.4674835205071,-47.7316045761095,Motorista 17009,Capela do Alto,8,2
-20.2132880687708,-43.1998944282519,Motorista 17010,Mariana,5,1
-26.9980216026298,-48.8908982276902,Motorista 17011,Gaspar,9,2
-22.6043486595147,-43.2751250267016,Motorista 17012,Duque de Caxias,8,3
-5.94102859497053,-35.2470588684072,Motorista 17013,Parnamirim,7,2
-25.679745,-49.45001,Motorista 17014,Araucária,5,1
-21.9039058685296,-40.9860205650318,Motorista 17015,São João da Barra,8,2
-16.7366194725032,-43.8381099700915,Motorista 17016,Montes Claros,9,3
-21.0887396335596,-41.7431974410999,Motorista 17017,Bom Jesus do Itabapoana,6,2
-23.9419770240777,-46.3418126106249,Motorista 17018,Santos,2,1
-17.0286798477168,-42.0990943908679,Motorista 17019,Araçuaí,8,2
-29.7823369503013,-55.7987022399886,Motorista 17020,Alegrete,7,3
-13.3951449394222,-44.1982126235949,Motorista 17021,Santa Maria da Vitória,5,1
-20264,-40.42,Motorista 17022,Cariacica,4,2
-18.1014561653132,-54.5547151565536,Motorista 17023,Pedro Gomes,6,3
-17.5083553791041,-49.450449943541,Motorista 17024,Pontalina,9,1
-22.5864207744592,-46.177403926848,Motorista 17025,Senador Amaral,8,2
-29.7243797779075,-52.4126815795883,Motorista 17026,Santa Cruz do Sul,5,3
-5.11031627655014,-36.3313364982594,Motorista 17027,Guamaré,4,3
-11.0779738426205,-61.9209194183332,Motorista 17028,Presidente Médici,5,2
-3.98210406303394,-44.894149303435,Motorista 17029,Lago Verde,9,1
-16.168355941772,-40.6943893432605,Motorista 17030,Almenara,8,1
-28.63483428955,-56.0324621200545,Motorista 17031,São Borja,5,2
-21.8831348419183,-42.7828216552722,Motorista 17032,Além Paraíba,6,3
-16.3127660751338,-54.9358248710616,Motorista 17033,Juscimeira,8,3
-29.7760391235343,-57.0694255828841,Motorista 17034,Uruguaiana,5,2
-20.9569895267481,-42.6014828681933,Motorista 17035,Ervália,2,1
-20.4123079776758,-42.886698246001,Motorista 17036,Ponte Nova,6,1
-22.9438197612756,-47.0976805686937,Motorista 17037,Campinas,9,2
-23.7689960002892,-46.6493654251085,Motorista 17038,São Paulo,8,3
-16.4761447906489,-43.4927272796618,Motorista 17039,Francisco Sá,6,3
-22979,-49871,Motorista 17040,Ourinhos,9,2
-8113,-35015,Motorista 17041,Jaboatão dos Guararapes,8,1
-21.2531483173364,-46.1432218551622,Motorista 17042,Alterosa,7,2
-4.90022420883165,-39.481644630431,Motorista 17043,Madalena,4,3
-22.9214072227471,-43.9055943489062,Motorista 17044,Mangaratiba,5,2
-3.91591787338245,-38.6011290550221,Motorista 17045,Pacatuba,6,1
-7.2712218761442,-40.5015921592701,Motorista 17046,Salitre,9,2
-3.93529415130604,-41.7169547080982,Motorista 17047,Piracuruca,8,3
-5.98140120506269,-36.1776566505422,Motorista 17048,São Tomé,5,2
-7.98850893974281,-35.0531888008108,Motorista 17049,São Lourenço da Mata,6,1
-24.0503597259514,-52.4083471298203,Motorista 17050,Campo Mourão,9,2
-5.04814267158494,-42.8109312057483,Motorista 17051,Teresina,8,3
-1.79844260215754,-46.3135313987719,Motorista 17052,Boa Vista do Gurupi,5,2
-3.79305124282826,-39.2734193801869,Motorista 17053,Pentecoste,6,1
-9.29010987281772,-64.5450639724713,Motorista 17054,Porto Velho,6,2
-8.83269667625402,-69.2652583122233,Motorista 17055,Manoel Urbano,6,3
-13.1116676330563,-60.5347537994367,Motorista 17056,Colorado do Oeste,6,3
-22.6961874961846,-43.2942223548877,Motorista 17057,Duque de Caxias,8,3
-2.38745,-45.8204,Motorista 17058,Presidente Médici,7,2
-8.76048088073705,-36.189157962798,Motorista 17059,Jurema,5,1
-5.04483819007859,-42.8158879280078,Motorista 17060,Teresina,8,2
-3.40210318565359,-44.3579220771777,Motorista 17061,Itapecuru Mirim,4,3
-16.3596081733699,-46.8831038475023,Motorista 17062,Unaí,5,2
-6.57869696617107,-42.6960897445666,Motorista 17063,Francisco Ayres,8,1
-23549,-46934,Motorista 17064,Itapevi,5,2
-2.97052502632133,-42.9466938972461,Motorista 17065,Barreirinhas,9,3
-20.8972835540765,-47.601120471953,Motorista 17066,Batatais,8,2
-4.51078891754137,-40.1691913604725,Motorista 17067,Catunda,7,1
-3.73174667358388,-43.348488807677,Motorista 17068,Chapadinha,5,2
-25307,-52541,Motorista 17069,Nova Laranjeiras,8,3
-25.4501187801354,-49.0530109405503,Motorista 17070,Piraquara,9,1
-8.07045578956581,-35.5041861534108,Motorista 17071,Gravatá,6,2
-7.83320903778053,-39.0560317039478,Motorista 17072,Salgueiro,2,3
-23.7559390068047,-53.8762021064743,Motorista 17073,São Jorge do Patrocínio,8,1
-26.5040659904472,-49.1127276420579,Motorista 17074,Jaraguá do Sul,7,2
-12.3628485202786,-38.385350704192,Motorista 17075,Catu,5,3
4.19406294822681,-60.7914948463422,Motorista 17076,Pacaraima,4,3
-20.5918657779688,-43.1599831581103,Motorista 17077,Porto Firme,6,2
-20.722124576568,-42.423470020293,Motorista 17078,Fervedouro,9,1
-7.31350421905496,-36.84653520584,Motorista 17079,Taperoá,8,1
-14.6695375442501,-40.4824304580677,Motorista 17080,Planalto,5,2
-6.47773861885052,-39.6983456611622,Motorista 17081,Jucás,4,3
-1.27662420272823,-47.9151749610887,Motorista 17082,Castanhal,5,3
-1.89171910285944,-48.7662506103501,Motorista 17083,Moju,9,2
-2.42943763732903,-46.2250828742968,Motorista 17084,Centro do Guilherme,8,1
-1.36405348777767,-49.6962261199937,Motorista 17085,São Sebastião da Boa Vista,5,1
-5.8279359340666,-47.0712232589708,Motorista 17086,Montes Altos,6,2
-21.2104046344751,-50.4487252235398,Motorista 17087,Araçatuba,8,3
-23.6433613300317,-46.7415904998766,Motorista 17088,São Paulo,5,3
-5.99512338638288,-37.1548175811757,Motorista 17089,Triunfo Potiguar,2,2
-7.91204452514625,-34.9053239822378,Motorista 17090,Abreu e Lima,6,1
-29.1434884071342,-56.5428328514083,Motorista 17091,Itaqui,9,2
-14.2704999446865,-41.3506507873523,Motorista 17092,Tanhaçu,8,3
-2.30207562446588,-45.0267791748034,Motorista 17093,Pinheiro,6,2
-22.485880851745,-43.2156443595874,Motorista 17094,Petrópolis,9,1
-12.9734694957729,-38.4317636489857,Motorista 17095,Salvador,8,2
-9.21257257461521,-37.3817110061635,Motorista 17096,Maravilha,7,3
-7.94704198837257,-39.2951560020435,Motorista 17097,Serrita,4,2
-2.43608951568596,-48.7392354011522,Motorista 17098,Tailândia,5,1
-24.3027448654168,-51.787662506102,Motorista 17099,Arapuã,6,2
-4.10600066184986,-38.5075306892384,Motorista 17100,Horizonte,9,3
-23.068885803222,-45.4549884796129,Motorista 17101,Taubaté,8,2
-10.5447185039517,-40.3781676292408,Motorista 17102,Campo Formoso,5,1
-9.846142530441,-48.7233352661119,Motorista 17103,Barrolândia,6,2
-1.05563163757321,-46.7669320106493,Motorista 17104,Bragança,9,3
-20.2789270877832,-49.2087936401353,Motorista 17105,Fronteira,8,3
-3.67103219032277,-45.3588581085192,Motorista 17106,Santa Inês,5,3
-21.3617670536035,-42.4811911582934,Motorista 17107,Laranjal,6,2
-20.1930642127985,-47.709546089171,Motorista 17108,Buritizal,6,1
-26.9017088413231,-52.9003286361679,Motorista 17109,Nova Erechim,6,2
-20.420622825622,-42.9080057144153,Motorista 17110,Ponte Nova,6,3
-9.61618065834018,-42.0780014991748,Motorista 17111,Remanso,8,2
-3.13195109367362,-60.3695726394636,Motorista 17112,Iranduba,7,1
-6.14350318908674,-36.4240550994862,Motorista 17113,Currais Novos,5,2
-22.3772513866418,-45.2601742744433,Motorista 17114,Delfim Moreira,8,3
-17.9824197292323,-48.643748760222,Motorista 17115,Marzagão,4,2
-23.1699621677392,-45.8135676383959,Motorista 17116,São José dos Campos,5,1
-12.9685771465298,-38.4969520568837,Motorista 17117,Salvador,8,2
-7.24759697914102,-35.927095413207,Motorista 17118,Campina Grande,5,3
-9.34795975685092,-48.5366106033311,Motorista 17119,Rio dos Bois,9,1
-3.00260424613944,-47.3521041870103,Motorista 17120,Paragominas,8,2
-9.46315526962253,-37.4552679061879,Motorista 17121,Senador Rui Palmeira,7,3
-22.3779380321496,-54.5200181007369,Motorista 17122,Fátima do Sul,5,1
-7.660594,-40.143921,Motorista 17123,Ipubi,8,2
-7.21854329109171,-35.865683555602,Motorista 17124,Campina Grande,9,3
-7.223477,-35.92354,Motorista 17125,Campina Grande,6,3
-7.18019843101481,-36.0043430328359,Motorista 17126,Campina Grande,2,2
-7.23063468933084,-35.9233832359304,Motorista 17127,Campina Grande,8,1
-7.23734021186807,-35.9240913391102,Motorista 17128,Campina Grande,7,1
-26.23,-51086,Motorista 17129,União da Vitória,5,2
-22827,-43054,Motorista 17130,São Gonçalo,4,3
-16.9734692573542,-49.7755122184739,Motorista 17131,Cezarina,6,3
-7.230924,-35.884376,Motorista 17132,Campina Grande,9,2
-22.0795905590051,-51.4642095565781,Motorista 17133,Álvares Machado,8,1
-7.47325658798196,-40.2756857871998,Motorista 17134,Ipubi,5,1
-23.9848709106438,-46.4850425720201,Motorista 17135,São Vicente,4,2
-7.03094959259013,-37.1492815017689,Motorista 17136,Quixabá,5,3
-19.9301218986505,-42.2023487091052,Motorista 17137,Raul Soares,9,3
-30.0621879100791,-51.1659908294663,Motorista 17138,Porto Alegre,8,2
-29.6023929119102,-52.2116875648483,Motorista 17139,Venâncio Aires,5,1
-21.3020503520959,-46.8002557754503,Motorista 17140,Guaranésia,6,2
-29.6240866184226,-50.828611850737,Motorista 17141,Parobé,8,3
-21.2786293029779,-47.2994899749742,Motorista 17142,Cajuru,5,2
-13.651027679443,-59.7824263572676,Motorista 17143,Comodoro,2,1
-13.032021303895,-38.8389232321766,Motorista 17144,Jaguaripe,6,2
-23.4831690788262,-46.3654804229723,Motorista 17145,Itaquaquecetuba,9,3
-29.5799267292014,-50.0580453872666,Motorista 17146,Terra de Areia,8,2
-17.304271459579,-48.2807707786546,Motorista 17147,Pires do Rio,6,1
-16.6917192935939,-49.1191434860215,Motorista 17148,Senador Canedo,9,2
-23323,-53068,Motorista 17149,Tapira,8,3
-3.12370061874381,-45.6427645683275,Motorista 17150,Zé Doca,7,2
-16.6811728477473,-49.3822360038743,Motorista 17151,Goiânia,4,1
-6.8350088596342,-35.7639098167409,Motorista 17152,Arara,5,2
-5.27181744575485,-40.8092308044422,Motorista 17153,Crateús,6,3
-5.50569534301742,-44.8659968376147,Motorista 17154,Tuntum,9,3
-3.21281433105459,-45.0053429603564,Motorista 17155,Viana,8,3
-5.15050649642929,-38.2145261764515,Motorista 17156,Limoeiro do Norte,5,2
-4.14832592010486,-40.8411383628833,Motorista 17157,Guaraciaba do Norte,6,1
-16.3757765293117,-46.9082093238817,Motorista 17158,Unaí,9,2
-23.049080371856,-45.5816316604601,Motorista 17159,Taubaté,8,3
-27359,-53394,Motorista 17160,Frederico Westphalen,5,2
-29.6911418437949,-51.0843873023972,Motorista 17161,Novo Hamburgo,6,1
-18.7679207324976,-44.441006183623,Motorista 17162,Curvelo,6,2
-9597,-35957,Motorista 17163,Pilar,6,3
-29.4444644451133,-51.9734215736374,Motorista 17164,Lajeado,6,2
-18.8142585754389,-41.260550022124,Motorista 17165,Central de Minas,8,1
-13.2978665828701,-43.5141420364367,Motorista 17166,Serra do Ramalho,7,2
-25.4025793075554,-49.1806197166429,Motorista 17167,Pinhais,5,3
-23.5408043861382,-46.4393377304064,Motorista 17168,São Paulo,8,1
-2.73000597953788,-44.7042703628527,Motorista 17169,Bacurituba,4,2
-21.9667339324945,-46.8161988258348,Motorista 17170,São João da Boa Vista,5,3
-7.23038792610147,-39.3033099174488,Motorista 17171,Juazeiro do Norte,8,1
-27.2149264812462,-52.325992584227,Motorista 17172,Seara,5,2
-19.4394707679743,-43.8324666023242,Motorista 17173,Jaboticatubas,9,3
